Price_BRL,Condo_Fee_BRL,Neighbourhood_Aux,Apt_Area_m2,Total_Rooms,Total_Baths,Garage_Spots_aux,Days_Published
550000.0,400.0,Asa Sul,60.0,2.0,1.0,0.0,11.0
825000.0,774.0,Asa Norte,110.0,2.0,2.0,1.0,14.0
380000.0,216.0,Asa Sul,51.0,1.0,1.0,0.0,11.0
1065000.0,800.0,Asa Norte,93.0,3.0,3.0,1.0,26.0
1800000.0,1212.0,Asa Sul,161.0,3.0,1.0,0.0,25.0
950000.0,574.0,Asa Norte,76.0,2.0,1.0,1.0,19.0
650000.0,,Guará II,80.0,2.0,2.0,1.0,18.0
1250000.0,600.0,Asa Sul,77.0,2.0,2.0,1.0,13.0
1299000.0,,Asa Norte,123.0,3.0,3.0,1.0,26.0
260000.0,350.0,Asa Norte,27.0,1.0,1.0,1.0,1.0
925000.0,556.0,Asa Norte,65.0,2.0,1.0,1.0,3.0
350000.0,298.0,Sudoeste,37.0,1.0,1.0,1.0,28.0
1430000.0,1400.0,Asa Sul,160.0,3.0,4.0,0.0,14.0
1274000.0,,Asa Norte,125.0,3.0,3.0,0.0,19.0
650000.0,430.0,Guará,56.0,1.0,2.0,2.0,17.0
230000.0,320.0,Asa Norte,39.0,2.0,1.0,0.0,1.0
895000.0,,Sudoeste,75.0,2.0,2.0,1.0,28.0
350000.0,460.0,Sudoeste,42.0,1.0,1.0,0.0,14.0
2200000.0,1800.0,Sudoeste,224.0,2.0,2.0,2.0,3.0
2700000.0,2500.0,Sudoeste,341.0,4.0,5.0,2.0,13.0
3853000.0,,Sudoeste,200.0,4.0,6.0,4.0,25.0
1240000.0,970.0,Sudoeste,92.0,3.0,2.0,1.0,2.0
2200000.0,,Asa Sul,163.0,3.0,4.0,1.0,12.0
1155000.0,,Noroeste,76.0,2.0,3.0,2.0,25.0
1343889.0,,Noroeste,79.0,2.0,2.0,3.0,18.0
1220000.0,,Noroeste,77.0,2.0,3.0,2.0,4.0
340000.0,,Sudoeste,30.0,1.0,1.0,1.0,25.0
1365000.0,,Asa Norte,105.0,3.0,3.0,2.0,30.0
319000.0,380.0,Sudoeste,32.0,1.0,1.0,0.0,16.0
215000.0,300.0,Lago Norte,32.0,1.0,1.0,0.0,13.0
295000.0,,Sudoeste,28.0,1.0,1.0,0.0,3.0
759739.0,,Noroeste,50.0,2.0,2.0,1.0,20.0
790000.0,,Águas Claras,89.0,3.0,2.0,2.0,28.0
249000.0,299.0,Asa Norte,43.0,1.0,1.0,0.0,5.0
404702.0,338.0,Park Sul,26.0,1.0,1.0,1.0,20.0
895000.0,760.0,Octogonal,64.0,2.0,1.0,0.0,11.0
435000.0,,Sudoeste,31.0,1.0,1.0,1.0,27.0
3200000.0,2700.0,Sudoeste,290.0,3.0,5.0,2.0,11.0
3555000.0,,Noroeste,210.0,4.0,6.0,3.0,14.0
860350.0,,Noroeste,61.0,2.0,2.0,1.0,5.0
1150000.0,1456.0,Asa Sul,169.0,3.0,3.0,1.0,12.0
1850000.0,,Asa Norte,133.0,4.0,2.0,1.0,13.0
1850000.0,1266.0,Asa Norte,130.0,3.0,3.0,2.0,27.0
1942900.0,,Noroeste,125.0,3.0,5.0,2.0,13.0
350000.0,1423.0,Setor de Hotéis e Turismo Norte,55.0,1.0,1.0,1.0,16.0
3614830.0,,Noroeste,246.0,4.0,6.0,4.0,5.0
1460000.0,,Noroeste,84.0,2.0,3.0,2.0,20.0
1150000.0,1017.0,Noroeste,73.0,2.0,2.0,2.0,13.0
2350000.0,,Park Sul,157.0,4.0,5.0,3.0,11.0
2270000.0,,Noroeste,130.0,3.0,5.0,2.0,25.0
1390000.0,,Noroeste,83.0,2.0,3.0,2.0,9.0
1290000.0,950.0,Asa Norte,120.0,3.0,3.0,1.0,2.0
3066593.0,,Noroeste,408.0,4.0,6.0,4.0,25.0
3102975.0,,Noroeste,200.0,4.0,4.0,4.0,4.0
1290000.0,,Asa Norte,120.0,3.0,3.0,1.0,12.0
2090000.0,,Noroeste,155.0,4.0,6.0,2.0,12.0
1580000.0,,Asa Norte,117.0,4.0,3.0,1.0,13.0
435000.0,498.0,Sudoeste,31.0,1.0,1.0,1.0,19.0
600000.0,,Águas Claras,83.0,3.0,1.0,1.0,19.0
754000.0,,Noroeste,51.0,2.0,2.0,1.0,14.0
580000.0,1000.0,Setor De Clubes Esportivos Sul,42.0,1.0,1.0,1.0,23.0
1265000.0,690.0,Noroeste,77.0,2.0,2.0,2.0,25.0
2800000.0,1900.0,Asa Sul,298.0,4.0,4.0,2.0,15.0
1240000.0,970.0,Sudoeste,92.0,3.0,2.0,1.0,13.0
800000.0,1008.0,Asa Norte,53.0,2.0,1.0,0.0,11.0
230000.0,,Asa Sul,26.0,1.0,1.0,0.0,12.0
1065000.0,800.0,Asa Norte,93.0,3.0,1.0,1.0,25.0
1090000.0,,Sudoeste,81.0,2.0,2.0,1.0,11.0
2635400.0,,Noroeste,184.0,4.0,6.0,4.0,5.0
1670000.0,,Asa Sul,177.0,4.0,4.0,1.0,24.0
2350000.0,1450.0,Asa Sul,264.0,4.0,4.0,0.0,17.0
493608.0,,Noroeste,34.0,1.0,1.0,1.0,20.0
560000.0,,Asa Norte,60.0,2.0,2.0,0.0,19.0
761900.0,,Noroeste,54.0,2.0,2.0,1.0,4.0
1400000.0,1032.0,Asa Sul,158.0,3.0,2.0,1.0,12.0
950000.0,,Noroeste,240.0,3.0,2.0,2.0,28.0
780000.0,,Asa Norte,105.0,3.0,1.0,0.0,27.0
1200000.0,,Asa Norte,104.0,2.0,3.0,1.0,26.0
1260000.0,980.0,Asa Sul,120.0,3.0,3.0,0.0,18.0
289000.0,,Sudoeste,40.0,1.0,1.0,1.0,10.0
2750000.0,,Park Sul,157.0,4.0,6.0,3.0,20.0
1070000.0,1200.0,Asa Sul,58.0,1.0,1.0,1.0,19.0
890000.0,,Octogonal,70.0,2.0,2.0,1.0,25.0
3600000.0,2600.0,Noroeste,323.0,4.0,6.0,3.0,18.0
900000.0,,Octogonal,68.0,2.0,2.0,1.0,25.0
1184000.0,,Park Sul,102.0,1.0,2.0,2.0,14.0
1720000.0,1336.0,Noroeste,127.0,3.0,3.0,2.0,21.0
1690000.0,,Asa Norte,130.0,3.0,3.0,0.0,7.0
1780000.0,956.0,Sudoeste,111.0,3.0,3.0,2.0,19.0
3490000.0,2500.0,Noroeste,195.0,5.0,5.0,4.0,19.0
495000.0,275.0,Asa Sul,26.0,1.0,1.0,1.0,16.0
2350000.0,,Park Sul,284.0,4.0,6.0,3.0,11.0
750000.0,650.0,Lago Norte,80.0,2.0,2.0,1.0,11.0
350000.0,460.0,Sudoeste,41.0,1.0,1.0,0.0,11.0
599000.0,300.0,Cruzeiro,67.0,3.0,2.0,0.0,13.0
2230000.0,,Noroeste,145.0,3.0,5.0,2.0,18.0
1740000.0,,Águas Claras,178.0,4.0,6.0,3.0,25.0
310000.0,,Sudoeste,27.0,1.0,1.0,1.0,7.0
500000.0,,Cruzeiro,47.0,2.0,1.0,0.0,25.0
370000.0,358.0,Águas Claras,40.0,1.0,2.0,1.0,27.0
659000.0,550.0,Águas Claras,78.0,3.0,2.0,1.0,27.0
480000.0,360.0,Park Sul,28.0,1.0,1.0,1.0,27.0
570000.0,550.0,Águas Claras,69.0,2.0,2.0,1.0,24.0
574038.0,1146.0,Asa Norte,37.0,1.0,1.0,1.0,9.0
3400000.0,,Noroeste,214.0,4.0,6.0,4.0,20.0
830000.0,,Asa Sul,90.0,3.0,2.0,0.0,27.0
265000.0,,Setor Habitacional Jardins Mangueiral,48.0,2.0,1.0,1.0,3.0
715000.0,600.0,Águas Claras,82.0,3.0,2.0,1.0,27.0
1250000.0,600.0,Asa Sul,77.0,2.0,2.0,1.0,25.0
310000.0,400.0,Águas Claras,34.0,1.0,1.0,1.0,27.0
319000.0,,Asa Norte,47.0,1.0,1.0,0.0,27.0
310000.0,285.0,Sudoeste,40.0,1.0,1.0,0.0,27.0
2630000.0,,Noroeste,165.0,4.0,6.0,3.0,3.0
1400000.0,1120.0,Asa Sul,170.0,3.0,2.0,0.0,21.0
470000.0,558.0,Águas Claras,50.0,2.0,1.0,1.0,27.0
1250000.0,744.0,Noroeste,84.0,2.0,3.0,2.0,27.0
320000.0,326.0,Sudoeste,42.0,1.0,1.0,0.0,27.0
540000.0,1146.0,Setor de Hotéis e Turismo Norte,37.0,1.0,1.0,0.0,26.0
2178709.0,,Park Sul,129.0,4.0,5.0,2.0,12.0
380000.0,480.0,Sudoeste,35.0,1.0,1.0,1.0,27.0
680000.0,550.0,Asa Sul,64.0,2.0,1.0,0.0,4.0
1350000.0,1109.0,Asa Norte,138.0,3.0,2.0,1.0,3.0
375000.0,362.0,Guará II,38.0,1.0,1.0,1.0,26.0
323000.0,420.0,Asa Norte,28.0,1.0,1.0,1.0,13.0
580000.0,450.0,Asa Sul,53.0,2.0,1.0,0.0,27.0
350000.0,420.0,Águas Claras,35.0,1.0,1.0,1.0,28.0
3891849.0,,Sudoeste,186.0,3.0,6.0,3.0,1.0
280000.0,350.0,Sudoeste,55.0,1.0,1.0,1.0,27.0
805000.0,,Sobradinho,131.0,3.0,2.0,2.0,4.0
390000.0,501.0,Sudoeste,27.0,1.0,1.0,1.0,2.0
330000.0,450.0,Asa Norte,33.0,1.0,1.0,1.0,4.0
1300000.0,,Noroeste,78.0,2.0,2.0,2.0,25.0
1390000.0,1170.0,Asa Sul,136.0,3.0,3.0,1.0,25.0
290000.0,,Setor Habitacional Jardins Mangueiral,48.0,2.0,1.0,1.0,5.0
752000.0,559.0,Sudoeste,102.0,2.0,1.0,1.0,20.0
590000.0,670.0,Águas Claras,75.0,3.0,2.0,1.0,27.0
960000.0,961.0,Águas Claras,135.0,3.0,2.0,2.0,17.0
220000.0,350.0,Asa Norte,20.0,1.0,1.0,0.0,18.0
330000.0,,Sudoeste,26.0,1.0,1.0,0.0,27.0
499900.0,500.0,Asa Norte,66.0,2.0,1.0,0.0,27.0
850000.0,918.0,Águas Claras,108.0,4.0,4.0,2.0,27.0
1250000.0,600.0,Asa Sul,63.0,2.0,2.0,1.0,4.0
1149000.0,1100.0,Asa Sul,161.0,3.0,3.0,0.0,27.0
860000.0,700.0,Guará II,100.0,3.0,3.0,1.0,27.0
680000.0,653.0,Asa Norte,55.0,2.0,2.0,0.0,12.0
780000.0,992.0,Águas Claras,140.0,3.0,2.0,1.0,27.0
600000.0,710.0,Águas Claras,82.0,3.0,2.0,1.0,27.0
950000.0,,Asa Sul,95.0,3.0,2.0,0.0,27.0
250000.0,,Setor Habitacional Jardins Mangueiral,48.0,2.0,1.0,1.0,12.0
610000.0,570.0,Park Sul,54.0,1.0,1.0,1.0,18.0
1370000.0,1200.0,Guará II,114.0,3.0,3.0,2.0,5.0
1190000.0,851.0,Águas Claras,110.0,3.0,3.0,2.0,27.0
550000.0,750.0,Águas Claras,91.0,2.0,2.0,1.0,27.0
350000.0,250.0,Sudoeste,31.0,1.0,1.0,1.0,27.0
300000.0,320.0,Sudoeste,41.0,1.0,1.0,0.0,27.0
1030000.0,1250.0,Asa Sul,100.0,2.0,2.0,0.0,26.0
435000.0,,Lago Norte,30.0,1.0,1.0,1.0,28.0
1600000.0,1036.0,Águas Claras,215.0,4.0,4.0,2.0,27.0
600000.0,1017.0,Asa Sul,62.0,2.0,2.0,0.0,18.0
299000.0,383.0,Asa Norte,25.0,1.0,1.0,1.0,21.0
800000.0,730.0,Asa Norte,119.0,3.0,2.0,0.0,27.0
456000.0,589.0,Águas Claras,65.0,2.0,1.0,1.0,27.0
4680000.0,,Sudoeste,253.0,4.0,6.0,4.0,18.0
1350000.0,900.0,Park Sul,73.0,2.0,2.0,2.0,27.0
368998.0,317.0,Lago Norte,72.0,1.0,1.0,1.0,27.0
1800000.0,725.0,Asa Norte,130.0,3.0,3.0,1.0,27.0
480000.0,,Asa Sul,65.0,2.0,2.0,0.0,24.0
2700000.0,,Asa Norte,209.0,4.0,3.0,2.0,20.0
2280000.0,,Asa Norte,154.0,4.0,4.0,2.0,10.0
595000.0,295.0,Asa Norte,76.0,2.0,2.0,0.0,15.0
269999.0,329.0,Setor Habitacional Jardins Mangueiral,60.0,1.0,1.0,0.0,26.0
850000.0,450.0,Asa Sul,117.0,2.0,2.0,0.0,27.0
829000.0,949.0,Águas Claras,96.0,3.0,3.0,1.0,27.0
1680000.0,1443.0,Asa Norte,171.0,4.0,2.0,1.0,27.0
3136183.0,,Sudoeste,205.0,4.0,7.0,4.0,1.0
365000.0,380.0,Guará II,42.0,1.0,1.0,1.0,23.0
1050000.0,,Park Sul,76.0,3.0,2.0,2.0,12.0
410000.0,,Lago Norte,79.0,2.0,1.0,1.0,27.0
1593000.0,863.0,Águas Claras,180.0,4.0,4.0,3.0,18.0
259100.0,350.0,Lago Norte,45.0,1.0,1.0,1.0,28.0
529000.0,560.0,Águas Claras,108.0,2.0,2.0,1.0,1.0
1650000.0,950.0,Asa Norte,125.0,3.0,3.0,0.0,27.0
850000.0,920.0,Águas Claras,100.0,4.0,2.0,2.0,27.0
984000.0,450.0,Asa Sul,81.0,3.0,2.0,0.0,17.0
359000.0,417.0,Asa Sul,39.0,1.0,1.0,0.0,27.0
3900000.0,,Asa Norte,239.0,4.0,4.0,3.0,11.0
610000.0,600.0,Sudoeste,56.0,1.0,1.0,1.0,30.0
1250000.0,880.0,Asa Sul,100.0,3.0,3.0,1.0,27.0
650000.0,684.0,Águas Claras,78.0,3.0,2.0,1.0,10.0
2879000.0,2100.0,Asa Sul,358.0,4.0,5.0,2.0,1.0
1490000.0,,Sudoeste,110.0,2.0,2.0,2.0,27.0
280000.0,,Setor Habitacional Jardins Mangueiral,50.0,2.0,1.0,1.0,1.0
315000.0,335.0,Sudoeste,25.0,1.0,1.0,1.0,22.0
415000.0,450.0,Lago Norte,54.0,1.0,1.0,1.0,27.0
350000.0,400.0,Asa Norte,29.0,1.0,1.0,1.0,26.0
215000.0,190.0,Asa Norte,24.0,1.0,1.0,0.0,17.0
449000.0,600.0,Águas Claras,58.0,2.0,1.0,2.0,27.0
1200000.0,,Asa Sul,86.0,2.0,2.0,1.0,28.0
450000.0,473.0,Águas Claras,43.0,1.0,1.0,1.0,27.0
1250000.0,600.0,Asa Sul,77.0,2.0,2.0,1.0,12.0
1575000.0,1200.0,Asa Norte,110.0,3.0,3.0,2.0,13.0
760000.0,845.0,Octogonal,72.0,2.0,2.0,1.0,20.0
629000.0,430.0,Asa Sul,69.0,3.0,2.0,0.0,27.0
400000.0,,Asa Norte,28.0,1.0,1.0,1.0,23.0
300000.0,,Setor Habitacional Jardins Mangueiral,48.0,2.0,1.0,1.0,2.0
1900000.0,1800.0,Águas Claras,189.0,4.0,6.0,3.0,27.0
900000.0,700.0,Asa Norte,74.0,2.0,3.0,1.0,27.0
790000.0,500.0,Asa Norte,60.0,2.0,2.0,0.0,27.0
990000.0,550.0,Asa Norte,95.0,2.0,2.0,0.0,5.0
1127000.0,935.0,Águas Claras,153.0,4.0,1.0,2.0,27.0
650000.0,530.0,Águas Claras,66.0,2.0,2.0,1.0,27.0
700000.0,916.0,Águas Claras,97.0,3.0,2.0,1.0,27.0
510000.0,555.0,Asa Norte,36.0,1.0,1.0,1.0,27.0
530000.0,460.0,Águas Claras,57.0,2.0,2.0,1.0,27.0
580000.0,875.0,Águas Claras,97.0,3.0,3.0,1.0,27.0
750000.0,800.0,Asa Norte,119.0,3.0,2.0,1.0,18.0
1499000.0,1929.0,Águas Claras,155.0,4.0,3.0,2.0,27.0
285000.0,360.0,Asa Norte,30.0,1.0,1.0,1.0,18.0
530000.0,500.0,Águas Claras,70.0,2.0,2.0,2.0,27.0
325000.0,,Sudoeste,25.0,1.0,1.0,1.0,7.0
327000.0,,Asa Norte,27.0,1.0,1.0,1.0,11.0
1090000.0,890.0,Asa Norte,99.0,3.0,2.0,1.0,20.0
279000.0,,Sudoeste,23.0,1.0,1.0,1.0,27.0
652000.0,615.0,Park Sul,107.0,1.0,1.0,1.0,27.0
650000.0,500.0,Águas Claras,61.0,2.0,1.0,1.0,27.0
319000.0,280.0,Asa Norte,48.0,1.0,1.0,0.0,27.0
310000.0,,Asa Sul,30.0,1.0,1.0,0.0,14.0
575000.0,447.0,Asa Norte,52.0,2.0,2.0,1.0,30.0
260000.0,429.0,Asa Norte,27.0,1.0,1.0,1.0,18.0
1590000.0,,Águas Claras,189.0,4.0,5.0,3.0,27.0
750000.0,,Sudoeste,97.0,2.0,2.0,1.0,1.0
500000.0,,Asa Norte,43.0,1.0,1.0,0.0,13.0
1600000.0,1200.0,Águas Claras,184.0,4.0,6.0,2.0,27.0
2100000.0,1750.0,Sudoeste,145.0,4.0,4.0,2.0,13.0
465000.0,495.0,Águas Claras,75.0,1.0,1.0,1.0,27.0
400000.0,,Asa Norte,28.0,1.0,1.0,1.0,26.0
265000.0,260.0,Asa Norte,50.0,1.0,1.0,0.0,27.0
280000.0,1000.0,Asa Norte,27.0,1.0,1.0,0.0,27.0
470000.0,370.0,Lago Norte,57.0,1.0,1.0,1.0,27.0
650000.0,500.0,Águas Claras,69.0,2.0,3.0,1.0,27.0
2780000.0,,Asa Norte,205.0,3.0,4.0,2.0,12.0
465000.0,590.0,Guará II,52.0,2.0,1.0,1.0,27.0
570000.0,466.0,Águas Claras,76.0,3.0,1.0,1.0,27.0
315000.0,500.0,Sudoeste,28.0,1.0,1.0,1.0,10.0
3800000.0,,Noroeste,211.0,3.0,5.0,3.0,14.0
338000.0,143.0,Asa Norte,44.0,2.0,1.0,0.0,27.0
840000.0,750.0,Guará II,100.0,3.0,3.0,2.0,27.0
390000.0,299.0,Asa Norte,37.0,1.0,1.0,1.0,27.0
1580000.0,,Asa Norte,105.0,3.0,1.0,3.0,10.0
520000.0,530.0,Águas Claras,58.0,1.0,1.0,1.0,27.0
250000.0,318.0,Lago Norte,26.0,1.0,1.0,0.0,27.0
860000.0,1015.0,Águas Claras,102.0,3.0,3.0,2.0,27.0
350000.0,268.0,Asa Norte,45.0,1.0,1.0,0.0,27.0
320000.0,,Setor Habitacional Jardins Mangueiral,46.0,2.0,1.0,1.0,24.0
1300000.0,1000.0,Asa Norte,112.0,3.0,2.0,1.0,16.0
749000.0,600.0,Sudoeste,62.0,2.0,1.0,0.0,27.0
450000.0,,Asa Norte,57.0,2.0,1.0,0.0,5.0
580000.0,550.0,Águas Claras,109.0,2.0,2.0,1.0,19.0
330000.0,450.0,Asa Norte,25.0,1.0,1.0,1.0,13.0
270000.0,,Setor Habitacional Jardins Mangueiral,48.0,2.0,1.0,1.0,17.0
790000.0,700.0,Guará,63.0,2.0,1.0,1.0,18.0
875000.0,674.0,Águas Claras,93.0,3.0,3.0,2.0,27.0
2350000.0,,Asa Sul,280.0,4.0,1.0,3.0,12.0
1050000.0,760.0,Águas Claras,83.0,2.0,2.0,2.0,27.0
780000.0,610.0,Águas Claras,98.0,2.0,2.0,1.0,27.0
500000.0,430.0,Águas Claras,64.0,2.0,2.0,1.0,27.0
1065000.0,800.0,Asa Norte,100.0,3.0,3.0,1.0,27.0
850000.0,800.0,Asa Sul,85.0,3.0,1.0,0.0,13.0
310000.0,,Taguatinga,67.0,2.0,2.0,1.0,5.0
1095000.0,650.0,Asa Norte,72.0,2.0,3.0,1.0,5.0
350000.0,,Asa Norte,37.0,1.0,1.0,0.0,24.0
700000.0,550.0,Asa Norte,120.0,4.0,2.0,0.0,27.0
1560000.0,1100.0,Noroeste,100.0,3.0,4.0,1.0,27.0
600000.0,619.0,Águas Claras,60.0,2.0,2.0,1.0,27.0
420000.0,410.0,Águas Claras,44.0,1.0,1.0,1.0,27.0
1280000.0,913.0,Asa Norte,125.0,3.0,3.0,0.0,27.0
1250000.0,890.0,Noroeste,85.0,2.0,3.0,2.0,13.0
550000.0,,Noroeste,77.0,1.0,1.0,1.0,4.0
494999.0,782.0,Águas Claras,68.0,2.0,1.0,1.0,27.0
250000.0,285.0,Park Sul,27.0,1.0,1.0,1.0,25.0
2945434.0,,Noroeste,263.0,4.0,6.0,4.0,5.0
480000.0,500.0,Asa Norte,26.0,1.0,1.0,2.0,14.0
445000.0,660.0,Águas Claras,52.0,2.0,1.0,1.0,27.0
1974000.0,,Park Sul,129.0,4.0,5.0,2.0,23.0
1690000.0,,Asa Norte,125.0,3.0,3.0,0.0,26.0
680000.0,550.0,Asa Sul,64.0,2.0,1.0,0.0,10.0
776000.0,,Noroeste,80.0,2.0,2.0,1.0,1.0
507000.0,400.0,Asa Sul,66.0,2.0,2.0,0.0,24.0
3150000.0,2000.0,Asa Norte,202.0,4.0,4.0,2.0,16.0
660000.0,728.0,Lago Norte,70.0,2.0,2.0,2.0,3.0
299000.0,380.0,Asa Norte,25.0,1.0,1.0,1.0,26.0
1170000.0,,Noroeste,99.0,2.0,2.0,1.0,15.0
640000.0,,Asa Norte,45.0,1.0,1.0,0.0,26.0
550000.0,499.0,Águas Claras,68.0,2.0,2.0,1.0,27.0
1892000.0,,Park Sul,129.0,3.0,3.0,2.0,23.0
1830000.0,,Asa Norte,137.0,3.0,3.0,1.0,15.0
900000.0,,Park Sul,99.0,2.0,2.0,2.0,10.0
1090000.0,,Noroeste,70.0,2.0,3.0,2.0,12.0
380000.0,370.0,Asa Sul,40.0,1.0,1.0,0.0,27.0
265000.0,1948.0,Águas Claras,39.0,1.0,1.0,1.0,27.0
3700000.0,1700.0,Noroeste,300.0,4.0,6.0,3.0,6.0
2806700.0,,Noroeste,224.0,3.0,4.0,2.0,14.0
1210000.0,,Lago Norte,148.0,3.0,4.0,2.0,10.0
3800000.0,2900.0,Asa Sul,465.0,4.0,5.0,6.0,3.0
1620000.0,1150.0,Sudoeste,130.0,3.0,2.0,2.0,10.0
690000.0,550.0,Asa Sul,64.0,2.0,1.0,0.0,12.0
1050000.0,719.0,Águas Claras,118.0,3.0,4.0,2.0,12.0
430000.0,467.0,Noroeste,69.0,1.0,1.0,1.0,29.0
525000.0,580.0,Águas Claras,68.0,2.0,2.0,1.0,27.0
1439000.0,,Noroeste,90.0,2.0,2.0,2.0,10.0
680000.0,622.0,Águas Claras,106.0,3.0,1.0,1.0,1.0
3880000.0,,Sudoeste,230.0,4.0,6.0,4.0,26.0
1200000.0,,Noroeste,99.0,2.0,2.0,2.0,14.0
820000.0,550.0,Noroeste,90.0,3.0,2.0,0.0,4.0
290000.0,,Setor Habitacional Jardins Mangueiral,50.0,2.0,1.0,1.0,20.0
1550000.0,,Noroeste,112.0,3.0,3.0,2.0,3.0
925000.0,,Asa Norte,105.0,3.0,3.0,0.0,17.0
345000.0,,Guará II,50.0,1.0,1.0,1.0,1.0
440000.0,460.0,Águas Claras,100.0,1.0,2.0,1.0,27.0
777000.0,,Park Sul,98.0,2.0,2.0,1.0,3.0
2520000.0,1210.0,Asa Sul,157.0,3.0,4.0,1.0,27.0
280000.0,325.0,Sudoeste,27.0,1.0,1.0,0.0,4.0
1188000.0,1051.0,Asa Norte,81.0,1.0,1.0,1.0,4.0
1548000.0,,Noroeste,107.0,3.0,3.0,2.0,2.0
799000.0,,Asa Norte,70.0,2.0,2.0,0.0,25.0
1700000.0,,Noroeste,130.0,3.0,4.0,2.0,28.0
900000.0,,Octogonal,68.0,2.0,2.0,1.0,26.0
1150000.0,,Noroeste,100.0,2.0,2.0,2.0,1.0
345000.0,230.0,Asa Norte,62.0,2.0,1.0,0.0,4.0
2340000.0,1790.0,Noroeste,213.0,2.0,4.0,2.0,10.0
1300000.0,,Noroeste,84.0,2.0,3.0,1.0,16.0
3350000.0,,Sudoeste,199.0,4.0,5.0,2.0,26.0
2050000.0,,Noroeste,160.0,4.0,6.0,2.0,27.0
305000.0,,Setor Habitacional Jardins Mangueiral,50.0,2.0,1.0,1.0,26.0
849500.0,,Asa Sul,116.0,2.0,2.0,0.0,13.0
1350000.0,,Noroeste,80.0,3.0,3.0,2.0,13.0
2950000.0,,Noroeste,210.0,3.0,6.0,4.0,4.0
1190000.0,,Noroeste,100.0,2.0,2.0,2.0,25.0
1942925.0,,Noroeste,149.0,3.0,5.0,2.0,1.0
1650000.0,,Noroeste,120.0,3.0,4.0,2.0,12.0
450000.0,200.0,Asa Norte,50.0,2.0,1.0,0.0,10.0
1065000.0,800.0,Asa Norte,93.0,3.0,3.0,1.0,20.0
739000.0,760.0,Águas Claras,80.0,3.0,3.0,2.0,27.0
570000.0,480.0,Águas Claras,61.0,2.0,2.0,1.0,27.0
1420000.0,1800.0,Asa Sul,240.0,2.0,3.0,3.0,7.0
640000.0,580.0,Águas Claras,76.0,3.0,3.0,1.0,27.0
870000.0,650.0,Asa Norte,70.0,2.0,2.0,0.0,3.0
385000.0,,Sudoeste,24.0,1.0,1.0,0.0,16.0
2177000.0,,Sudoeste,122.0,3.0,5.0,2.0,25.0
780000.0,800.0,Noroeste,100.0,2.0,2.0,1.0,8.0
900000.0,,Park Sul,100.0,2.0,2.0,1.0,10.0
799000.0,,Noroeste,78.0,2.0,2.0,1.0,17.0
1210000.0,920.0,Noroeste,110.0,2.0,2.0,2.0,21.0
3300000.0,,Asa Sul,254.0,3.0,4.0,2.0,29.0
1232000.0,700.0,Noroeste,198.0,2.0,3.0,2.0,29.0
1850000.0,1200.0,Noroeste,145.0,2.0,4.0,2.0,19.0
1030000.0,789.0,Asa Sul,127.0,2.0,3.0,1.0,3.0
1200000.0,,Noroeste,98.0,2.0,2.0,1.0,14.0
950000.0,1000.0,Park Sul,100.0,2.0,2.0,1.0,7.0
770000.0,,Park Sul,100.0,2.0,2.0,1.0,26.0
340000.0,,Lago Norte,27.0,1.0,1.0,1.0,26.0
1850000.0,1200.0,Asa Sul,161.0,3.0,3.0,0.0,18.0
450000.0,687.0,Park Sul,35.0,1.0,1.0,1.0,16.0
776000.0,,Park Sul,100.0,2.0,2.0,1.0,3.0
265000.0,270.0,Setor Habitacional Jardins Mangueiral,58.0,2.0,1.0,1.0,27.0
330000.0,450.0,Asa Norte,26.0,1.0,1.0,1.0,13.0
750000.0,650.0,Lago Norte,63.0,2.0,2.0,1.0,11.0
490000.0,,Águas Claras,68.0,3.0,2.0,1.0,25.0
1020000.0,,Lago Norte,88.0,2.0,2.0,2.0,14.0
1200000.0,890.0,Noroeste,120.0,3.0,3.0,2.0,21.0
780000.0,,Asa Norte,76.0,3.0,2.0,0.0,17.0
500000.0,,Asa Norte,68.0,2.0,2.0,0.0,8.0
899000.0,,Noroeste,60.0,2.0,2.0,1.0,1.0
380000.0,275.0,Asa Sul,53.0,2.0,1.0,0.0,13.0
2799000.0,1950.0,Sudoeste,334.0,4.0,5.0,2.0,27.0
529999.0,700.0,Águas Claras,86.0,3.0,2.0,2.0,27.0
1590000.0,,Noroeste,120.0,3.0,3.0,2.0,19.0
450000.0,696.0,Águas Claras,50.0,2.0,1.0,0.0,27.0
3878000.0,,Sudoeste,186.0,4.0,5.0,3.0,25.0
890000.0,750.0,Águas Claras,97.0,3.0,3.0,1.0,27.0
1340000.0,,Noroeste,100.0,3.0,3.0,2.0,13.0
590000.0,352.0,Asa Norte,42.0,1.0,1.0,1.0,16.0
1995000.0,1551.0,Sudoeste,161.0,4.0,4.0,2.0,27.0
1150000.0,1100.0,Park Sul,70.0,2.0,3.0,1.0,6.0
1140000.0,,Noroeste,98.0,2.0,2.0,1.0,15.0
1720000.0,1112.0,Asa Norte,124.0,3.0,3.0,2.0,16.0
2450000.0,1800.0,Park Sul,170.0,4.0,5.0,4.0,18.0
750000.0,,Park Sul,70.0,2.0,2.0,1.0,19.0
615000.0,689.0,Asa Norte,39.0,1.0,1.0,1.0,19.0
1350000.0,1200.0,Noroeste,100.0,3.0,3.0,2.0,7.0
1545000.0,,Noroeste,105.0,3.0,3.0,2.0,30.0
435000.0,,Águas Claras,58.0,2.0,2.0,2.0,11.0
