Price_BRL,Apt_Area_m2,Total_Rooms,Total_Baths,Garage_Spots_aux,Asa Sul,Cruzeiro,Guará,Guará II,Lago Norte,Lago Sul,Noroeste,Octogonal,Park Sul,Setor De Clubes Esportivos Sul,Setor Habitacional Jardins Mangueiral,Setor de Hotéis e Turismo Norte,Sobradinho,Sudoeste,Taguatinga,Águas Claras
1750000.0,174.0,3.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
330000.0,27.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750000.0,201.0,4.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2471000.0,195.0,4.0,6.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
800000.0,76.0,3.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2150000.0,240.0,4.0,6.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
430860.0,35.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2726342.0,322.0,4.0,6.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1942900.0,125.0,3.0,4.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
698000.0,100.0,3.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1380000.0,113.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695000.0,126.0,4.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
325000.0,34.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270000.0,78.0,2.0,2.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1757000.0,243.0,3.0,5.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1450000.0,182.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910000.0,75.0,2.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
870000.0,67.0,2.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495000.0,34.0,1.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4700000.0,373.0,3.0,5.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2583200.0,155.0,4.0,6.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
769000.0,66.0,2.0,2.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1190000.0,51.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890000.0,48.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2471000.0,215.0,4.0,4.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
395000.0,67.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3023960.0,197.0,4.0,6.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1700000.0,148.0,4.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2150000.0,239.0,3.0,3.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
